[run number],detection_sick_people,security_measures,deterrents,proportion_retired,people,_network_type,_nodes,proportion_paranoid,proportion_worker,infectious_rate,duration,discovery_type,lockdown_type,proportion_student,stability-factor,proportion_skeptic,[step],n_of_death,days,count turtles with [spreader? = true],count turtles with [color = gray],count turtles with [notp? = true],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
22,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1161,9,59,60,327,124,10978.5,336
19,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1621,8,82,46,249,94,12388.5,257
16,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1941,9,98,51,308,111,20501.5,317
18,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1861,7,94,52,316,104,19860,323
26,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1141,6,58,44,305,88,10618.25,311
25,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1001,11,51,45,327,87,9109.75,338
27,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1421,12,72,49,325,131,14817.75,337
28,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1121,7,57,78,368,164,11175.5,375
29,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1101,12,56,56,328,99,10267.75,340
30,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired,18,200,12,1081,2,55,41,291,92,9551.5,293
32,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1121,6,57,70,339,127,11258.5,345
34,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,921,6,47,69,351,134,8757.5,357
33,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1181,5,60,86,367,181,12269.5,372
31,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1181,15,60,81,355,154,11502,370
35,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1361,11,69,60,345,120,12525,356
36,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1081,2,55,67,296,123,9814.5,298
37,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1061,10,54,53,340,109,10255.5,350
40,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1101,9,56,85,320,146,9460,329
38,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1401,6,71,55,355,120,12980.5,361
47,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,741,0,38,45,24,89,2514.5,24
44,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1041,8,53,43,318,88,9176.5,326
45,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1121,5,57,78,340,147,11067.5,345
41,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1261,5,64,38,310,76,12181.5,315
39,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1481,13,75,46,319,70,12681.5,332
42,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1361,4,69,36,328,70,11113,332
43,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1481,12,75,41,341,88,13523,353
46,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1341,10,68,53,282,99,10609,292
49,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1241,7,63,58,327,100,12794,334
52,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,961,5,49,57,340,94,9829,345
50,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1081,3,55,49,259,103,8485,262
53,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,901,12,46,143,431,304,10355.5,443
54,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1081,8,55,74,340,140,9481.5,348
48,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1921,3,97,40,304,77,17662,307
55,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1161,11,59,60,312,101,11466.5,323
51,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1401,6,71,60,314,111,12847,320
56,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1301,6,66,51,293,98,11472,299
57,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1201,13,61,47,296,86,10723,309
58,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1061,5,54,61,349,132,10240.5,354
60,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1121,15,57,51,331,95,10816,346
59,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,1261,5,64,46,277,102,11490,282
62,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1141,8,58,51,379,99,10017.5,387
61,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1341,7,68,44,334,96,9688.5,341
63,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1041,13,53,52,302,99,7905,315
64,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1281,4,65,62,329,128,9566.75,333
67,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,981,11,50,100,336,193,7021.5,347
65,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1281,10,65,48,316,110,9882.75,326
69,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1101,11,56,69,327,132,8747,338
68,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1281,12,65,54,314,86,10245.25,326
70,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1281,9,65,36,310,71,9720,319
66,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1561,8,79,39,354,76,15121.25,362
71,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1001,9,51,144,366,274,9369.75,375
73,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1021,5,52,101,354,199,8218,359
74,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1101,10,56,67,312,125,7928.5,322
75,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1101,5,56,32,312,74,6845.5,317
76,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1141,10,58,32,340,65,9477,350
79,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,961,10,49,88,381,167,8041.5,391
72,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1881,11,95,66,346,136,18342,357
80,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1301,10,66,73,347,145,11906,357
82,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1021,7,52,49,295,88,5913.75,302
81,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1001,5,51,52,355,103,8220,360
78,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1121,6,57,48,339,86,8576.75,345
77,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1461,5,74,44,302,91,6709.75,307
83,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,1141,5,58,46,307,83,7615.75,312
