"[run number]","proportion_retired","people","security_measures","detection_sick_people","proportion_worker","infectious_rate","duration","lockdown_type","proportion_student","[step]","n_of_death","days","count turtles with [color = gray]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"303","29","500","true","false","53","3","14","none","18","1721","14","86","483","0","497"
"301","29","500","true","false","53","3","14","none","18","2121","12","106","486","0","498"
"300","29","500","true","false","53","3","14","lockdown_student","18","1581","8","79","488","5332.5","496"
"306","29","500","true","false","53","3","14","none","18","1281","14","64","479","0","493"
"309","29","500","true","false","53","3","14","none","18","1021","10","51","486","0","496"
"307","29","500","true","false","53","3","14","none","18","1561","9","78","485","0","494"
"310","29","500","true","false","53","3","14","none","18","881","12","44","478","0","490"
"308","29","500","true","false","53","3","14","none","18","1701","10","85","486","0","496"
"312","29","500","true","false","53","3","14","none","18","1161","11","58","481","0","492"
"311","29","500","true","false","53","3","14","none","18","1901","9","95","488","0","497"
"316","29","500","true","false","53","3","14","none","18","1341","9","67","483","0","492"
"315","29","500","true","false","53","3","14","none","18","1221","10","61","483","0","493"
"314","29","500","true","false","53","3","14","none","18","1541","16","77","480","0","496"
"318","29","500","true","false","53","3","14","none","18","1381","14","69","474","0","488"
"313","29","500","true","false","53","3","14","none","18","2161","16","108","484","0","500"
"317","29","500","true","false","53","3","14","none","18","1721","11","86","484","0","495"
"320","29","500","true","false","53","3","14","none","18","1761","7","88","491","0","498"
"321","29","500","true","false","53","3","14","none","18","1601","8","80","481","0","489"
"322","29","500","true","false","53","3","14","none","18","1061","15","53","471","0","486"
"323","29","500","true","false","53","3","14","none","18","1221","7","61","485","0","492"
"319","29","500","true","false","53","3","14","none","18","2381","10","119","489","0","499"
"325","29","500","true","false","53","3","14","none","18","1381","11","69","486","0","497"
"327","29","500","true","false","53","3","14","none","18","1261","11","63","483","0","494"
"328","29","500","true","false","53","3","14","none","18","921","9","46","479","0","488"
"324","29","500","true","false","53","3","14","none","18","2001","18","100","480","0","498"
"326","29","500","true","false","53","3","14","none","18","1561","8","78","486","0","494"
"329","29","500","true","false","53","3","14","none","18","1261","11","63","483","0","494"
"331","29","500","true","false","53","3","14","none","18","1221","12","61","479","0","491"
"334","29","500","true","false","53","3","14","none","18","1001","11","50","475","0","486"
"330","29","500","true","false","53","3","14","none","18","1721","12","86","485","0","497"
"332","29","500","true","false","53","3","14","none","18","1321","15","66","476","0","491"
"337","29","500","true","false","53","3","14","none","18","1261","11","63","483","0","494"
"335","29","500","true","false","53","3","14","none","18","1721","16","86","481","0","497"
"338","29","500","true","false","53","3","14","none","18","1201","12","60","485","0","497"
"340","29","500","true","false","53","3","14","none","18","1041","9","52","484","0","493"
"333","29","500","true","false","53","3","14","none","18","1821","4","91","494","0","498"
"339","29","500","true","false","53","3","14","none","18","1661","13","83","484","0","497"
